Asset_ID,Item_Name,Vendor_Name,Purchase_Date,Serial_Number,Assigned_User,Cost,Status,Category,Location,Brand,Model,Site,Department
AT-00319,Genset DG Machine 125 Kva,India Genrator Co.,2022-07-01,000123456,Fabrication Dept.,"19,000.00",Checked out,DG Machine,Gallary Rihgt Side,Sudhir,Rent,J-18 Sec-63,Fabrication
AT-00320,Air Tank EG-15-10,Service Equpment Company,2017-07-01,000123456,Fabrication Dept.,"25,000.00",Checked out,Air Compressor,Gallary Rihgt Side,Elgi,ELVD015R,J-18 Sec-63,Fabrication
AT-00246,Hand Pallet Truck,Robon India Automation,2017-07-01,000123456,Material Moment,"13,500.00",Checked out,Material Handling,Assembly-1,AAK,APT 2.5T-685N/P,J-18 Sec-63,Assembly
AT-00297,Hand Pallet Track,Robon India Automation,2017-07-01,000123456,Material Moment,"13,500.00",Checked out,Material Handling,Assembly-1,AAK,APT 2.5T-685N/P,J-18 Sec-63,Assembly
AT-00143,Hand Pallet Truck,Robon India Automation,2017-07-01,000123456,Material Moment,"13,500.00",Checked out,Material Handling,Fabrication,AAK,APT 2.5T-685N/P,A-108,Fabrication
AT-00144,Hand Pallet Truck,Robon India Automation,2017-07-01,000123456,Material Moment,"13,500.00",Checked out,Material Handling,Fabrication,AAK,APT 2.5T-685N/P,A-108,Fabrication
AT-00145,Hand Pallet Truck,Robon India Automation,2017-07-01,000123456,Material Moment,"13,500.00",Checked out,Material Handling,Fabrication,AAK,APT 2.5T-685N/P,A-108,Fabrication
AT-00146,Hand Pallet Truck,Robon India Automation,2017-07-01,000123456,Material Moment,"13,500.00",Checked out,Material Handling,Fabrication,AAK,APT 2.5T-685N/P,A-108,Fabrication
AT-00147,Semi- Electric Pallet Truck,Robon India Automation,2017-07-01,000123456,Material Moment,"75,000.00",Checked out,Material Handling,Fabrication,AAK,ASPT 1.5T 550,A-108,Fabrication
AT-00148,Air Compressor 230V/50HZ,Service Equipment Company,2017-07-01,000123456,Material Moment,"762,000.00",Checked out,Electronic,Top floor,ELGI,EG-30-10V,A-108,Fabrication
AT-00149,Genst D.G. Machine 125 Kva,Perfect Generator Technologies Pvt. Ltd.,2017-07-01,000123456,Material Moment,"1,000,000.00",Checked out,Electronic,Top floor,Mahindra,125/TP,A-108,Fabrication
AT-00150,Air Dryer 230V/50HZ,Service Equipment Company,2017-07-01,S04207,Material Moment,"122,000.00",Checked out,Electronic,Top floor,ELGI,EGRD 150,A-108,Fabrication
AT-00152,Moniter,It Computer Care,2017-07-01,000123456,Vikash Raghav,"11,500.00",Checked out,Electronic,Ground Floor,Dell,ABCD,A-108,Fabrication
AT-00153,UPS 650 Va,It Computer Care,2017-07-01,000123456,Vikash Raghav,"1,800.00",Checked out,Electronic,Ground Floor,Microtek,ABCD,A-108,Fabrication
AT-00154,CPU,It Computer Care,2017-07-01,000123456,Vikash Raghav,"10,500.00",Checked out,Electronic,Ground Floor,HP,i3 5th gen.,A-108,Fabrication
AT-00155,HP Laser Jet Pro MFP Printer,It Computer Care,2017-07-01,000123456,Vikash Raghav,"13,500.00",Checked out,Electronic,Ground Floor,HP,M126mw,A-108,Fabrication
AT-00156,Acrylic Molding Machine,nan,2017-07-01,000123456,Ramveer Kaushik,"25,000.00",Checked out,Electronic,Ground Floor,Imported,ABCD,A-108,Fabrication
AT-00157,Hammer Machine,Shri Narayan Machinery LLP,2017-07-01,000123456,Fabrication,"8,500.00",Checked out,Electronic,Ground Floor,Bosch,ABCD,A-108,Fabrication
AT-00158,Drilling Machine,Shri Narayan Machinery LLP,2017-07-01,000123456,Fabrication,"8,500.00",Checked out,Electronic,Ground Floor,White Horse,ABCD,A-108,Fabrication
AT-00159,Drilling Machine,Shri Narayan Machinery LLP,2017-07-01,000123456,Fabrication,"8,500.00",Checked out,Electronic,Ground Floor,Bosch,ABCD,A-108,Fabrication
AT-00160,UPS 1000 Va,It Computer Care,2017-07-01,000123456,Fabrication,"1,800.00",Checked out,Electronic,Ground Floor,Microtek,Legend Plus,A-108,Fabrication
AT-00161,UPS 1000 Va,It Computer Care,2017-07-01,000123456,Fabrication,"1,800.00",Checked out,Electronic,Ground Floor,Microtek,TGE Pro 100+,A-108,Fabrication
AT-00163,Moniter,Kanishk Global  It Solutions,2017-07-01,000123456,Fabrication,"11,500.00",Checked out,Electronic,Ground Floor,Lenovo,A20238FD0,A-108,Fabrication
AT-00164,CPU,It Computer Care,2017-07-01,000123456,Fabrication,"11,000.00",Checked out,Electronic,Ground Floor,Dell,Elite desk,A-108,Fabrication
AT-00165,"Adjust fan 18""",It Computer Care,2017-07-01,000123456,Fabrication,"7,500.00",Checked out,Electronic,Ground Floor,Crompton,ABCD,A-108,Fabrication
AT-00166,Inverter 3.6 Kva,It Computer Care,2017-07-01,15E92981014944,Fabrication,"20,500.00",Checked out,Electronic,Ground Floor,Luminous,CROZ E Sine Wave,A-108,Fabrication
AT-00167,Moniter,It Computer Care,2017-07-01,KBLMTJ012951,Fabrication,"9,500.00",Checked out,Electronic,Ground Floor,ASUS,ABCD,A-108,Fabrication
AT-00168,UPS 1000 Va,It Computer Care,2017-07-01,000123456,Fabrication,"1,800.00",Checked out,Electronic,Ground Floor,Microtek,Legend Plus,A-108,Fabrication
AT-00169,UPS 1000 Va,It Computer Care,2017-07-01,000123456,Fabrication,"1,800.00",Checked out,Electronic,Ground Floor,Insize,1112-150,A-108,Fabrication
AT-00170,UPS 1000 Va,It Computer Care,2017-07-01,000123456,Fabrication,"1,800.00",Checked out,Electronic,Ground Floor,Insize,1112-300,A-108,Fabrication
AT-00171,UPS 1000 Va,It Computer Care,2017-07-01,000123456,Fabrication,"1,800.00",Checked out,Electronic,Ground Floor,Insize,1112-150,A-108,Fabrication
AT-00357,Venti (exhaust fan),Krishna Electrical & Hardware,2024-05-30,nan,Fabrication,"1,144.00",Checked out,Electronic,Ground Floor,Standard,nan,J-18,Fabrication
AT-00201,Teliphone,Reliable Comnet Pvt. Ltd.,2017-07-01,000123456,Vinod,"2,500.00",Checked out,Electronic,Assembly-1,Beetel,F28-0033,J-18 Sec-63,Assembly
AT-00210,TSC Printer,Rudra Lables,2017-07-01,000123456,Vinod,"18,500.00",Checked out,Electronic,Assembly-1,TSC,TTP.244Pro,J-18 Sec-63,Assembly
AT-00213,Moniter,Kanishk Global  It Solutions,2017-07-01,000123456,Vinod,"11,500.00",Checked out,Electronic,Assembly-1,Lenovo,A20238FD0,J-18 Sec-63,Assembly
AT-00214,CPU,It Computer Care,2017-07-01,000123456,Vinod,"11,000.00",Checked out,Electronic,Assembly-1,HP,Elite desk,J-18 Sec-63,Assembly
AT-00215,UPS,It Computer Care,2017-07-01,000123456,Vinod,"1,850.00",Checked out,Electronic,Assembly-1,Microtek,UPS TP PRO 650+,J-18 Sec-63,Assembly
AT-00202,Teliphone,Reliable Comnet Pvt. Ltd.,2017-07-01,000123456,Sanjay,"2,500.00",Checked out,Electronic,Assembly-1,Beetel,F28-0033,J-18 Sec-63,Assembly
AT-00205,Moniter,Kanishk Global  It Solutions,2017-07-01,000123456,Sanjay,"11,500.00",Checked out,Electronic,Assembly-1,Dell,CMB-50D3,J-18 Sec-63,Assembly
AT-00206,High Definition  720p(Camera),It Computer Care,2017-07-01,000123456,Sanjay,750.00,Checked out,Electronic,Assembly-1,HP,W200,J-18 Sec-63,Assembly
AT-00207,UPS,It Computer Care,2017-07-01,000123456,Sanjay,"1,800.00",Checked out,Electronic,Assembly-1,Microtek,ABCD,J-18 Sec-63,Assembly
AT-00208,CPU,It Computer Care,2017-07-01,000123456,Sanjay,"10,500.00",Checked out,Electronic,Assembly-1,Dell,ABCD,J-18 Sec-63,Assembly
AT-00209,HP Laser Jet Pro MFP Printer,It Computer Care,2017-07-01,000123456,Sanjay,"13,500.00",Checked out,Electronic,Assembly-1,HP,M126nw,J-18 Sec-63,Assembly
AT-00345,Wireless conference mic with speaker,Amazon,2024-05-15,FBA79005,Sanjay,"5,490.00",Checked out,Electronic,J-18 Sec-63,Audio Array,AM-W45,J-18,Assembly
AT-00347,HikVision DS-U08 1080p,Amazon,2024-04-23,K33056962,Sanjay,"1,286.00",Checked out,Electronic,J-18 Sec-63,HikVision,DS-U02,J-18,Assembly
AT-00379,Semi Automatic Box Strapping Machine,Maruti Packaging  Industries,2024-07-24,nan,Sanjay,"34,000.00",Checked out,Strapping Machine,J-18 sec--63,nan,nan,J-18 Sec-63,Assembly
AT-00380,Semi Automatic Box Strapping Machine,Maruti Packaging  Industries,2024-07-24,nan,Sanjay,"34,000.00",Checked out,Strapping Machine,J-18 sec--63,nan,nan,J-18 Sec-63,Assembly
AT-00381,Kaymo Pnematic 32118 Nailer Machine,Gupta Hardware And Electricals,2024-07-20,nan,Sanjay,"3,100.00",Checked out,Pnumatic Nailer Machine,J-18 sec--63,Kaymo,Eco-32118,J-18 Sec-63,Assembly
AT-00623,"Router Machine 6""",Sai Machinery Store,2025-02-10,nan,Sanjay,"4,000.00",Checked out,Electronic,J-18 sec-63,Dongcheng,nan,J-18 Sec-63,Assembly
AT-00625,Pneumatic Stapler Machine,Gupta Hardware And Electricals,2025-02-10,nan,Sanjay,"2,600.00",Checked out,Pneumatic,J-18 sec-63,Kaymo,ECO-PS-8016,J-18 Sec-63,Assembly
AT-00630,Pneumatic Stapler Machine,Gupta Hardware And Electricals,2025-03-06,nan,Sanjay,"2,600.00",Checked out,Pneumatic,J-18 sec-63,Kaymo,ECO-PS-8016,J-18 Sec-63,Assembly
AT-00637,Sealing Machine,Hindustan Packaging,2025-03-11,123456,Hardware Line,"1,450.00",Checked out,Electronic,3rd floor,AS India,ABCD,J-18,Assembly
AT-00638,Sealing Machine,Hindustan Packaging,2025-03-11,123456,Hardware Line,"1,450.00",Checked out,Electronic,3rd floor,AS India,ABCD,J-18,Assembly
AT-00639,Sealing Machine,Hindustan Packaging,2025-03-22,123456,Hardware Line,"1,450.00",Checked out,Electronic,3rd floor,AS India,ABCD,J-18,Assembly
AT-00640,Sealing Machine,Hindustan Packaging,2025-03-22,123456,Hardware Line,"1,450.00",Checked out,Electronic,3rd floor,AS India,ABCD,J-18,Assembly
AT-00225,Sealing Machine,Shri Narayan Machinery LLP,2017-07-01,000123456,Hardware Line,"1,450.00",Checked out,Electronic,Assembly-1,AS India,ABCD,J-18 Sec-63,Assembly
AT-00226,Sealing Machine,Shri Narayan Machinery LLP,2017-07-01,000123456,Hardware Line,"1,450.00",Checked out,Electronic,Assembly-1,AS India,ABCD,J-18 Sec-63,Assembly
AT-00227,Sealing Machine,Shri Narayan Machinery LLP,2017-07-01,000123456,Hardware Line,"1,450.00",Checked out,Electronic,Assembly-1,AS India,ABCD,J-18 Sec-63,Assembly
AT-00228,Sealing Machine,Shri Narayan Machinery LLP,2017-07-01,000123456,Hardware Line,"1,450.00",Checked out,Electronic,Assembly-1,AS India,ABCD,J-18 Sec-63,Assembly
AT-00229,Sealing Machine,Shri Narayan Machinery LLP,2017-07-01,000123456,Hardware Line,"1,450.00",Checked out,Electronic,Assembly-1,AS India,ABCD,J-18 Sec-63,Assembly
AT-00230,Sealing Machine,Shri Narayan Machinery LLP,2017-07-01,000123456,Hardware Line,"1,450.00",Checked out,Electronic,Assembly-1,AS India,ABCD,J-18 Sec-63,Assembly
AT-00231,Sealing Machine,Shri Narayan Machinery LLP,2017-07-01,000123456,Hardware Line,"1,450.00",Checked out,Electronic,Assembly-1,AS India,ABCD,J-18 Sec-63,Assembly
AT-00232,Sealing Machine,Shri Narayan Machinery LLP,2017-07-01,000123456,Hardware Line,"1,450.00",Checked out,Electronic,Assembly-1,AS India,ABCD,J-18 Sec-63,Assembly
AT-00233,Sealing Machine,Shri Narayan Machinery LLP,2017-07-01,000123456,Hardware Line,"1,450.00",Checked out,Electronic,Assembly-1,AS India,ABCD,J-18 Sec-63,Assembly
AT-00234,Sealing Machine,Shri Narayan Machinery LLP,2017-07-01,000123456,Hardware Line,"1,450.00",Checked out,Electronic,Assembly-1,AS India,ABCD,J-18 Sec-63,Assembly
AT-00235,Sealing Machine,Shri Narayan Machinery LLP,2017-07-01,000123456,Hardware Line,"1,450.00",Checked out,Electronic,Assembly-1,AS India,ABCD,J-18 Sec-63,Assembly
AT-00236,Sealing Machine,Shri Narayan Machinery LLP,2017-07-01,000123456,Hardware Line,"1,450.00",Checked out,Electronic,Assembly-1,AS India,ABCD,J-18 Sec-63,Assembly
AT-00237,Sealing Machine,Shri Narayan Machinery LLP,2017-07-01,000123456,Hardware Line,"1,450.00",Checked out,Electronic,Assembly-1,AS India,ABCD,J-18 Sec-63,Assembly
AT-00217,ElectronicsTape Dispenser,Amazone Online Sale,2017-07-01,000123456,Hardware Line,"9,500.00",Checked out,Electronic,Assembly-1,Genric,M-1000,J-18 Sec-63,Assembly
AT-00218,ElectronicsTape Dispenser,Amazone Online Sale,2017-07-01,000123456,Hardware Line,"9,500.00",Checked out,Electronic,Assembly-1,Genric,M-1000,J-18 Sec-63,Assembly
AT-00219,Laser Machine,Amazone Online Sale,2017-07-01,000123456,Assembly,"250,000.00",Checked out,Electronic,Assembly-1,Imported,ABCD,J-18 Sec-63,Assembly
AT-00220,Refrigerated Water Circulator,Amazone Online Sale,2017-07-01,000123456,Assembly,"25,000.00",Checked out,Electronic,Assembly-1,Imported,ABCD,J-18 Sec-63,Assembly
AT-00221,Air Moter (220v Ac),Amazone Online Sale,2017-07-01,000123456,Assembly,"8,000.00",Checked out,Electronic,Assembly-1,Imported,ABCD,J-18 Sec-63,Assembly
AT-00258,"Adjust fan 18""",Regis Technologis,2017-07-01,000123456,Assembly,"8,000.00",Checked out,Electronic,Assembly-1,Local,ABCD,J-18 Sec-63,Assembly
AT-00259,Ceiling Fan,Yashika Enterprises,2017-07-01,000123456,Assembly,"1,200.00",Checked out,Electronic,Assembly-1,Super Fan,Super E1,J-18 Sec-63,Assembly
AT-00260,Ceiling Fan,Yashika Enterprises,2017-07-01,000123456,Assembly,"1,200.00",Checked out,Electronic,Assembly-1,Super Fan,Super E1,J-18 Sec-63,Assembly
AT-00261,Battery Charger 12VDC,Robon India Automation,2017-07-01,000123456,Assembly,800.00,Checked out,Electronic,Assembly-1,Imported,ABCD,J-18 Sec-63,Assembly
AT-00262,Battery Charger 12VDC,Robon India Automation,2017-07-01,000123456,Assembly,800.00,Checked out,Electronic,Assembly-1,Imported,ABCD,J-18 Sec-63,Assembly
AT-00263,Ceiling Fan,Yashika Enterprises,2017-07-01,000123456,Assembly,"1,200.00",Checked out,Electronic,Assembly-1,Super Fan,Super E1,J-18 Sec-63,Assembly
AT-00264,Ceiling Fan,Yashika Enterprises,2017-07-01,000123456,Assembly,"1,200.00",Checked out,Electronic,Assembly-1,Super Fan,Super E1,J-18 Sec-63,Assembly
AT-00265,Ceiling Fan,Yashika Enterprises,2017-07-01,000123456,Assembly,"1,200.00",Checked out,Electronic,Assembly-1,Super Fan,Super E1,J-18 Sec-63,Assembly
AT-00266,Ceiling Fan,Yashika Enterprises,2017-07-01,000123456,Assembly,"1,200.00",Checked out,Electronic,Assembly-1,Super Fan,Super E1,J-18 Sec-63,Assembly
AT-00267,Ceiling Fan,Yashika Enterprises,2017-07-01,000123456,Assembly,"1,200.00",Checked out,Electronic,Assembly-1,Super Fan,Super E1,J-18 Sec-63,Assembly
AT-00268,Ceiling Fan,Yashika Enterprises,2017-07-01,000123456,Assembly,"1,200.00",Checked out,Electronic,Assembly-1,Super Fan,Super E1,J-18 Sec-63,Assembly
AT-00269,Ceiling Fan,Yashika Enterprises,2017-07-01,000123456,Assembly,"1,200.00",Checked out,Electronic,Assembly-1,Super Fan,Super E1,J-18 Sec-63,Assembly
AT-00270,Ceiling Fan,Yashika Enterprises,2017-07-01,000123456,Assembly,"1,200.00",Checked out,Electronic,Assembly-1,Super Fan,Super E1,J-18 Sec-63,Assembly
AT-00271,Ceiling Fan,Yashika Enterprises,2017-07-01,000123456,Assembly,"1,200.00",Checked out,Electronic,Assembly-1,Super Fan,Super E1,J-18 Sec-63,Assembly
AT-00272,Ceiling Fan,Yashika Enterprises,2017-07-01,000123456,Assembly,"1,200.00",Checked out,Electronic,Assembly-1,Super Fan,Super E1,J-18 Sec-63,Assembly
AT-00273,Ceiling Fan,Yashika Enterprises,2017-07-01,000123456,Assembly,"1,200.00",Checked out,Electronic,Assembly-1,Super Fan,Super E1,J-18 Sec-63,Assembly
AT-00274,Ceiling Fan,Yashika Enterprises,2017-07-01,000123456,Assembly,"1,200.00",Checked out,Electronic,Assembly-1,Super Fan,Super E1,J-18 Sec-63,Assembly
AT-00275,Ceiling Fan,Yashika Enterprises,2017-07-01,000123456,Assembly,"1,200.00",Checked out,Electronic,Assembly-1,Super Fan,Super E1,J-18 Sec-63,Assembly
AT-00276,Ceiling Fan,Yashika Enterprises,2017-07-01,000123456,Assembly,"1,200.00",Checked out,Electronic,Assembly-1,Super Fan,Super E1,J-18 Sec-63,Assembly
AT-00277,Ceiling Fan,Yashika Enterprises,2017-07-01,000123456,Assembly,"1,200.00",Checked out,Electronic,Assembly-1,Super Fan,Super E1,J-18 Sec-63,Assembly
AT-00278,Ceiling Fan,Yashika Enterprises,2017-07-01,000123456,Assembly,"1,200.00",Checked out,Electronic,Assembly-1,Super Fan,Super E1,J-18 Sec-63,Assembly
AT-00279,Ceiling Fan,Yashika Enterprises,2017-07-01,000123456,Assembly,"1,200.00",Checked out,Electronic,Assembly-1,Super Fan,Super E1,J-18 Sec-63,Assembly
AT-00280,Ceiling Fan,Yashika Enterprises,2017-07-01,000123456,Assembly,"1,200.00",Checked out,Electronic,Assembly-1,Super Fan,Super E1,J-18 Sec-63,Assembly
AT-00281,Ceiling Fan,Yashika Enterprises,2017-07-01,000123456,Assembly,"1,200.00",Checked out,Electronic,Assembly-1,Super Fan,Super E1,J-18 Sec-63,Assembly
AT-00282,Ceiling Fan,Yashika Enterprises,2017-07-01,000123456,Assembly,"1,200.00",Checked out,Electronic,Assembly-1,Super Fan,Super E1,J-18 Sec-63,Assembly
AT-00283,Ceiling Fan,Yashika Enterprises,2017-07-01,000123456,Assembly,"1,200.00",Checked out,Electronic,Assembly-1,Super Fan,Super E1,J-18 Sec-63,Assembly
AT-00284,Ceiling Fan,Yashika Enterprises,2017-07-01,000123456,Assembly,"1,200.00",Checked out,Electronic,Assembly-1,Super Fan,Super E1,J-18 Sec-63,Assembly
AT-00285,Ceiling Fan,Yashika Enterprises,2017-07-01,000123456,Assembly,"1,200.00",Checked out,Electronic,Assembly-1,Super Fan,Super E1,J-18 Sec-63,Assembly
AT-00286,Ceiling Fan,Yashika Enterprises,2017-07-01,000123456,Assembly,"1,200.00",Checked out,Electronic,Assembly-1,Super Fan,Super E1,J-18 Sec-63,Assembly
AT-00287,Ceiling Fan,Yashika Enterprises,2017-07-01,000123456,Assembly,"1,200.00",Checked out,Electronic,Assembly-1,Super Fan,Super E1,J-18 Sec-63,Assembly
AT-00288,Ceiling Fan,Yashika Enterprises,2017-07-01,000123456,Assembly,"1,200.00",Checked out,Electronic,Assembly-1,Super Fan,Super E1,J-18 Sec-63,Assembly
AT-00289,Ceiling Fan,Yashika Enterprises,2017-07-01,000123456,Assembly,"1,200.00",Checked out,Electronic,Assembly-1,Super Fan,Super E1,J-18 Sec-63,Assembly
AT-00290,Ceiling Fan,Yashika Enterprises,2017-07-01,000123456,Assembly,"1,200.00",Checked out,Electronic,Assembly-1,Super Fan,Super E1,J-18 Sec-63,Assembly
AT-00291,Ceiling Fan,Yashika Enterprises,2017-07-01,000123456,Assembly,"1,200.00",Checked out,Electronic,Assembly-1,Super Fan,Super E1,J-18 Sec-63,Assembly
AT-00292,Ceiling Fan,Yashika Enterprises,2017-07-01,000123456,Assembly,"1,200.00",Checked out,Electronic,Assembly-1,Super Fan,Super E1,J-18 Sec-63,Assembly
AT-00293,Ceiling Fan,Yashika Enterprises,2017-07-01,000123456,Assembly,"1,200.00",Checked out,Electronic,Assembly-1,Super Fan,Super E1,J-18 Sec-63,Assembly
AT-00294,Ceiling Fan,Yashika Enterprises,2017-07-01,000123456,Assembly,"1,200.00",Checked out,Electronic,Assembly-1,Super Fan,Super E1,J-18 Sec-63,Assembly
AT-00295,Water Cooler,Air Command Engineers,2017-07-01,000123456,Assembly,"38,000.00",Checked out,Electronic,Assembly-1,Sidwal Cool Star,nan,J-18 Sec-63,Assembly
AT-00296,Washing machine,Flipkart,2017-07-01,000123456,Assembly,"10,500.00",Checked out,Electronic,Assembly-1,Flipkart Marq,MQSA65H5B/2020,J-18 Sec-63,Assembly
AT-00300,Printer Cartridge,IT Computer Care,2017-07-01,000123456,Assembly,"1,150.00",Checked out,Electronic,Assembly-1,HP,CC388A,J-18 Sec-63,Assembly
AT-00247,"Adjust fan 18""",Regis Technologis,2017-07-01,000123456,Assembly,"8,000.00",Checked out,Electronic,Assembly-1,Local,ABCD,J-18 Sec-63,Assembly
AT-00250,Buffing Machine Polisher Motor,Regis Technologis,2017-07-01,000123456,Assembly,"8,000.00",Checked out,Electronic,Assembly-1,Rajlaxmi,ABCD,J-18 Sec-63,Assembly
AT-00251,"Adjust fan 18""",Regis Technologis,2017-07-01,000123456,Assembly,"8,000.00",Checked out,Electronic,Assembly-1,Local,ABCD,J-18 Sec-63,Assembly
301AT-00301,Printer Cartridge,IT Computer Care,2017-07-01,000123456,Assembly,"1,150.00",Checked out,Electronic,Assembly-1,HP,CC388A,A-108,Assembly
302AT-00302,Printer Cartridge,IT Computer Care,2017-07-01,000123456,Assembly,"1,150.00",Checked out,Electronic,Assembly-1,HP,CC388A,A-108,Assembly
303AT-00303,Printer Cartridge,IT Computer Care,2017-07-01,000123456,Assembly,"1,150.00",Checked out,Electronic,Assembly-1,HP,CC388A,A-108,Assembly
304AT-00304,Printer Cartridge,IT Computer Care,2017-07-01,000123456,Assembly,"1,150.00",Checked out,Electronic,Assembly-1,HP,CC388A,A-108,Assembly
305AT-00305,Printer Cartridge,IT Computer Care,2017-07-01,000123456,Assembly,"1,150.00",Checked out,Electronic,Assembly-1,HP,CC388A,A-108,Assembly
306AT-00306,Printer Cartridge,IT Computer Care,2017-07-01,000123456,Assembly,"1,150.00",Checked out,Electronic,Assembly-1,HP,CC388A,A-108,Assembly
